SiteId,Site_Name,Site_Brand,Sites_Address_Line_1,Site_Suburb,Site_State,Site_Post_Code,Site_Latitude,Site_Longitude
61402645,Gowrie One Stop Convenience Centre,Independent,29 Old Homebush Road,Gowrie Junction,QLD,4352,-27.494551,151.889257
61402646,Meringandan Produce and Trading Place,Independent,29 Goombungee Meringandan Road,Meringandan,QLD,4352,-27.423259,151.887346
61402647,Pacific Fuel Solutions Fisher Park,Pacific Fuel Solutio,Cunningham Highway,Tregony,QLD,4370,-28.062466,152.364394
61402648,Mobil Texas,Mobil,11 Greenup Street,Texas,QLD,4385,-28.849219,151.163899
61402664,EG Ampol Ingham,EG Ampol,75 Herbert Street,Ingham,QLD,4850,-18.647276,146.160224
61402670,Lakeland Roadhouse,Independent,7769 Mulligan Highway,Lakeland,QLD,4871,-15.862918,144.858526
61402671,Mobil Miriwinni,Mobil,Lot 2 Bruce Highway,Miriwinni,QLD,4871,-17.399419,145.908826
61402677,Caltex Curra,Caltex,Cnr Bruce Hwy & David Dr,Curra,QLD,4570,-26.083747,152.581367
61402678,Puma Dayboro,Puma Energy,36 Williams Street,Dayboro,QLD,4521,-27.196015,152.825797
61402681,BP Tinana South,BP,22750 Bruce Hwy,Tinana South ,QLD,4650,-25.576858,152.654887
61402688,Boulia Roadhouse,Independent,2 Herbert Street,Boulia ,QLD,4829,-22.910437,139.913683
61402693,United Charleville,United,79 Wills Street,Charleville,QLD,4470,-26.405698,146.243674
61402696,Darr Creek Oasis,Independent,6883 Chinchilla-Wondai Road Road,Jandowae,QLD,4410,-26.495287,151.141223
61402699,United Tiaro,United,15 Mayne Street,Tiaro ,QLD,4650,-25.730296,152.582659
61402704,Puma Julia Creek,Puma Energy,83-85 Burke Street,Julia Creek,QLD,4823,-20.657425,141.739831
61402714,United McKinlay (Unmanned),United,25 Bell St,McKinlay,QLD,4823,-21.271724,141.28895
61402715,Shell Rainbow Beach,Shell,36 Rainbow Beach Road,Rainbow Beach,QLD,4581,-25.905187,153.090079
61402719,Pacific Glenwood Roadhouse,Pacific Fuel Solutio,1 Arborten Rd,Glenwood,QLD,4570,-25.929851,152.604129
61402720,Metro Petroleum Texas,Metro Fuel,37 Greenup Street,Texas,QLD,4385,-28.852243,151.163821
61402721,Puma Inglewood,Puma Energy,101 Albert Street,Inglewood,QLD,4387,-28.417432,151.077997
61402730,S24 Zilzie,Caltex,97 Hartley Road,Emu Park,QLD,4710,-23.267536,150.820126
61402731,Caltex Clermont,Caltex,39 Capella Street,Clermont,QLD,4721,-22.821586,147.640939
61402732,EG Ampol Currimundi,EG Ampol,Bellara Drive,Currimundi,QLD,4551,-26.773687,153.122194
61402735,United Mudgeeraba,United,Gemvale Road,Mudgeeraba,QLD,4213,-28.088026,153.380425
61402736,Ampol Foodary Worongary,Ampol,1 Mudgeeraba Road,Worongary,QLD,4213,-28.049734,153.354304
61402737,Freedom Fuels Hope Island,Freedom Fuels,18 Broadwater Avenue,Hope Island,QLD,4212,-27.878221,153.373606
61402739,Liberty Eight Mile Plains,Liberty,42 Padstow Road,Eight Mile Plains,QLD,4113,-27.573628,153.078391
61402740,Ampol Foodary Emerald,Ampol,1-3 Codenwarra Rd,Emerald,QLD,4720,-23.534054,148.17289
61402741,EG Ampol Bowen,EG Ampol,24 Richmond Road,Bowen,QLD,4805,-20.000791,148.237708
61402742,EG Ampol Mackay,EG Ampol,3 Mangrove Road,Mackay,QLD,4740,-21.139036,149.180263
61402744,Independent Alpha Gateway,Independent,Capricorn Highway,Alpha,QLD,4724,-23.649448,146.638186
61402745,Puma Roseneath Unmanned,Puma Energy,744 Stuart Drive,Roseneath,QLD,4811,-19.376683,146.830141
61402748,7-Eleven Labrador,7 Eleven,78-84 Frank Street,Labrador,QLD,4215,-27.948955,153.408256
61402749,Ampol Yatala South Diesel Stop,Ampol,2 Notar Drive,Yatala South,QLD,4207,-27.759802,153.246844
61402750,Ampol Caloundra Diesel Stop,Ampol,17 Newing Wy,Caloundra West,QLD,4551,-26.789977,153.111388
61402751,Ampol Kawana Waters Diesel Stop,Ampol,12 Textile Avenue,Kawana Waters,QLD,4575,-26.729566,153.123793
61402752,Ampol Kunda Park Diesel Stop,Ampol,69 Enterprise Street,Kunda Park,QLD,4556,-26.670055,153.026641
61402753,Ampol Noosaville Diesel Stop,Ampol,13 Venture Drive,Noosaville,QLD,4566,-26.408059,153.044794
61402755,Metro Petroleum Harristown,Metro Fuel,328 James Street,Harristown,QLD,4350,-27.566281,151.930954
61402756,7-Eleven Oxenford,7 Eleven,170 Old Pacific Highway,Oxenford,QLD,4210,-27.886267,153.313444
61402757,Ampol Winton,Ampol,1 Chirnside Street,Winton,QLD,4735,-22.380343,143.047525
61402759,BP Boyne Island,BP,30 Malpas Street,Boyne Island,QLD,4680,-23.960059,151.346473
61402760,Liberty Monkland,Liberty,51 Geordie Street,Monkland,QLD,4570,-26.219737,152.686318
61402762,EG Ampol Karalee,EG Ampol,Junction Road,Karalee,QLD,4306,-27.571411,152.799517
61402763,Pacific Fuel Solutions Bundaberg East,Pacific Fuel Solutio,5 Whittred Street,Bundaberg,QLD,4670,-24.855793,152.371117
61402765,Pacific Fuel Solutions Caboolture,Pacific Fuel Solutio,10-20 Beachmere Rd,Caboolture,QLD,4510,-27.087531,152.980481
61402766,Puma Mosman Park,Puma Energy,93 Flinders Highway,Charters Towers,QLD,4820,-20.096662,146.253415
61402768,IOR Gladstone,IOR Petroleum,69 Hanson Road,Gladstone,QLD,4680,-23.840878,151.245514
61402769,United Koah,United,2 Koah Road,Koah,QLD,4872,-16.894801,145.568161
61402770,Mobil Mareeba,Mobil,1 Herberton Street,Mareeba,QLD,4880,-16.999285,145.423261
61402775,Metro Petroleum Bowen,Metro Fuel,1 Tracey Street,Bowen,QLD,4805,-19.980058,148.229677
61402776,Ampol Rockhampton North Depot Front,Ampol,Haynes Street,Rockhampton North,QLD,4701,-23.360692,150.511336
61402777,7-Eleven Hope Island,7 Eleven,341 Southport-Oxenford Road,Hope Island,QLD,4212,-27.880507,153.334027
61402778,EG Ampol Mountain Creek,EG Ampol,158-170 Karawatha Drive,Mountain Creek,QLD,4557,-26.693809,153.090508
61402779,EG Ampol Dalby,EG Ampol,93-95 Drayton Street,Dalby,QLD,4405,-27.187735,151.267702
61402780,EG Ampol Noosaville,EG Ampol,28 Eenie Creek Road,Noosaville,QLD,4566,-26.414863,153.048055
61402781,EG Ampol Helensvale,EG Ampol,1-29 Millaroo Drive,Helensvale,QLD,4212,-27.928981,153.334948
61402786,BP Highfields,BP,10556 New England Highway,Highfields,QLD,4352,-27.466492,151.950061
61402788,Tin Can Bay Travelstop,Independent,23 Gympie Road,Tin Can Bay,QLD,4580,-25.912429,153.006538
61402796,BP Nebo Junction Cafe,BP,Lot 1 Suttor Developmental Road,Nebo,QLD,4742,-21.634189,148.692748
61402799,BP Travel Centre Yeppoon,BP,Hoskyns Drive,Yeppoon,QLD,4703,-23.142595,150.735352
61402800,Ampol Wangan,Ampol,66 Meyer Ave,Wangan,QLD,4871,-17.578004,146.00668
61402806,Liberty Kilkivan,Liberty,17 Crescent Street,Kilkivan,QLD,4600,-26.085394,152.242222
61402809,Shell Goomeri,Shell,53 Moore Street,Goomeri,QLD,4601,-26.185066,152.068558
61402811,Weipa Servicentre,Shell,225 Boundary Road,Rocky Point,QLD,4874,-12.629404,141.879928
61402812,United Home Hill,United,42-46 Eighth Avenue,Home Hill,QLD,4806,-19.667293,147.415681
61402813,BP Connect North Lakes,BP,1648 Anzac Avenue,Mango Hill,QLD,4509,-27.241783,153.023035
61402814,Freedom Fuels Dalby,Freedom Fuels,Cnr Drayton & Nicholson Streets,Dalby,QLD,4405,-27.179311,151.258906
61402815,NightOwl Shell Pialba,Shell,1-3 Torquay Road,Pialba,QLD,4655,-25.281784,152.839546
61402816,EG Ampol Springfield,EG Ampol,1 Main Street,Springfield,QLD,4300,-27.678796,152.904103
61402817,Ballandean General Store,Independent,28192 New England Highway,Ballandean,QLD,4382,-28.799518,151.842319
61402818,Locals Servo Boonah,Independent,12 Church Street,Boonah,QLD,4310,-27.999261,152.683696
61402820,Mobil Bundaberg,Mobil,19-23 Barolin Street,Bundaberg Central,QLD,4670,-24.870034,152.349814
61402821,BP Fairfield Waters,BP,2/24 Stuart Drive,Idalia,QLD,4811,-19.308622,146.805787
61402824,EG Ampol Ormeau,EG Ampol,19-21 Peachey Road,Ormeau,QLD,4208,-27.786484,153.252598
61402826,Lindenberg and Co Pittsworth,Ampol,39 Yandilla Street,Pittsworth,QLD,4356,-27.715066,151.636903
61402827,United Cairns North,United,238 Sheridan Street,Sheridan,QLD,4870,-16.910989,145.763248
61402828,United Woree,United,6 Southgate Close,Woree,QLD,4868,-16.952977,145.751707
61402830,EG Ampol Calamvale,EG Ampol,662 Compton Road,Calamvale,QLD,4116,-27.611842,153.053857
61402831,EG Ampol Mission Beach,EG Ampol,34-40 Dickinson Street,Mission Beach,QLD,4852,-17.899285,146.093062
61402833,OOM Energy Elanora,Independent,2 Casuarina Drive,Elanora,QLD,4221,-28.133233,153.443308
61402834,EG Ampol Enoggera,EG Ampol,6 Browns Dip Road,Enoggera,QLD,4051,-27.429502,152.989147
61402836,Barb's Kitchen,Independent,735 Tallegalla Road,Minden,QLD,4311,-27.557095,152.545432
61402837,EG Ampol Greenbank,EG Ampol,235 Treviot Road,Greenbank,QLD,4124,-27.736708,152.984203
61402838,Kookaburra's Store,Independent,7 Alexandra Street,Mirani,QLD,4754,-21.158551,148.863166
61402839,EG Ampol Kirwan,EG Ampol,172 Thuringowa Drive,Kirwan,QLD,4817,-19.301326,146.735269
61402840,7-Eleven Toowoomba East,7 Eleven,221-225 Ruthven Street,Toowoomba East,QLD,4350,-27.550711,151.954846
61402841,EG Ampol Innisfail,EG Ampol,163 Edith St,Innisfail,QLD,4860,-17.523872,146.019647
61402842,Rapid Petroleum,Independent,283 Taylor Street,Wilsonton,QLD,4350,-27.551896,151.917025
61402844,Coles Express Mango Hill,Coles Express,2 Halpine Dr (Cnr Anzac Ave),Mango Hill,QLD,4509,-27.242614,153.023824
61402845,EG Ampol Underwood,EG Ampol,3215 Logan Road,Underwood,QLD,4119,-27.606172,153.109075
61402847,Ampol Foodary Augustine Heights,Ampol,118 Augusta Pkwy,Brookwater,QLD,4300,-27.6656,152.891102
61402848,EG Ampol Toowoomba,EG Ampol,629 Ruthven Street,Toowoomba,QLD,4350,-27.568387,151.951792
61402849,7-Eleven Sanctuary Cove,7 Eleven,83-87 Broadwater Avenue,Sanctuary Cove,QLD,4212,-27.877924,153.366772
61402850,EG Ampol Roma,EG Ampol,20 Bowen Street,Roma,QLD,4455,-26.574586,148.793569
61402852,7-Eleven Warner,7 Eleven,Lot 901 Old North Road,Warner Lakes,QLD,4500,-27.310411,152.962762
61402853,EG Ampol Millbank,EG Ampol,59 Takalvan Street,Bundaberg,QLD,4670,-24.878779,152.328367
61402854,Goomboorian Travel Stop,Independent,1702 Tin Can Bay Road,Goomboorian,QLD,4570,-26.074171,152.782009
61402855,EG Ampol Childers,EG Ampol,107 Churchill Street,Childers,QLD,4660,-25.232512,152.271148
61402856,EG Ampol Idalia,EG Ampol,30 Lakeside Drive,Idalia,QLD,4811,-19.316525,146.818222
61402857,EG Ampol Cannonvale,EG Ampol,Cnr Porserpine Shute Harbour Road & Paluma Rd,Cannonvale,QLD,4802,-20.289007,148.676983
61402860,United Arundel,United,2 Marble Arch Place,Arundel,QLD,4214,-27.923416,153.354208
61402861,Mobil Guthalungra,Mobil,4 Coventry Road,Guthalungra,QLD,4805,-19.923814,147.843529
61402862,BP Miles Roadhouse,BP,101 Murilla Street,Miles,QLD,4415,-26.659483,150.189067
61402865,BP Hervey Bay Airport,BP,1 William Dean Avenue,Urangan,QLD,4655,-25.323004,152.891953
61402867,United Etonvale,United,13649 New England Highway,Cambooya,QLD,4358,-27.715018,151.911805
61402868,7-Eleven Pacific Pines,7 Eleven,Pitcairn Way,Pacific Pines,QLD,4211,-27.946102,153.320797
61402869,United Gordonvale Cairns Road,United,105-115 Cairns Road,Gordonvale,QLD,4865,-17.084737,145.776124
61402872,Ampol Bundamba (Citiswich) Diesel Stop,Ampol,1 Hawkins Crescent,Bundamba,QLD,4304,-27.588319,152.818099
61402873,Ampol Parkinson Diesel Stop,Ampol,49 Resource Street,Parkinson,QLD,4115,-27.657037,153.033904
61402874,Transwest Wellcamp,Independent,Lot 5 57 Heinemann Road,Charlton,QLD,4350,-27.541573,151.868107
61402875,7-Eleven Ningi,7 Eleven,Bestmann Road,Ningi,QLD,4511,-27.062101,153.079369
61402876,EG Ampol Bowen Hills,EG Ampol,136-146 Abbotsford Road,Bowen Hills,QLD,4006,-27.439307,153.040028
61402877,Ampol Roma Diesel Stop,Ampol,Billy Bob Way,Roma,QLD,4455,-26.576281,148.820851
61402878,BP Amberley,BP,2487 Cunningham Highway,Purga,QLD,4306,-27.658801,152.708824
61402879,EG Ampol Gympie Southside,EG Ampol,90-92 River Road,Gympie Southside,QLD,4570,-26.197576,152.665402
61402880,7-Eleven Raceview,7 Eleven,59-63 Raceview Street,Raceview,QLD,4305,-27.634495,152.774545
61402881,EG Ampol Gracemere,EG Ampol,19 McLaughlin Street,Gracemere,QLD,4702,-23.432119,150.454621
61402882,EG Ampol Bargara,EG Ampol,707 Bundaberg Bargara Road,Bargara,QLD,4670,-24.818755,152.455342
61402883,Weipa Servicentre,Shell,28 Iraci Crescent,Evans Landing,QLD,4874,-12.659962,141.853564
61402884,United Upper Coomera,United,195 Old Coach Road Road,Upper Coomera,QLD,4209,-27.853687,153.299218
61402885,EG Ampol Pialba,EG Ampol,56 Boat Harbour Drive,Pialba,QLD,4655,-25.285918,152.825035
61402886,EG Ampol Kirkwood,EG Ampol,Kirkwood Road,Kirkwood,QLD,4680,-23.896906,151.244968
61402887,EG Ampol Ooralea,EG Ampol,Canecutters Road,Ooralea,QLD,4740,-21.175126,149.150176
61402888,EG Ampol Holmview,EG Ampol,17 Gardiner Road,Holmview,QLD,4207,-27.710359,153.160168
61402889,7-Eleven Holmview,7 Eleven,"324 Logan River Rd, Holmview QLD 4207, Australia",Holmview,QLD,4207,-27.709936,153.160533
61402890,Ampol Foodary Upper Coomera,Ampol,28 Coomera Grand Dr,Upper Coomera,QLD,4209,-27.849474,153.299968
61402891,Shell Reddy Express Edmonton,Reddy Express,9-11 Walker Rd (Cnr Hambledon Dr),Edmonton,QLD,4869,-17.020111,145.728623
61402892,Coles Express Gympie,Coles Express,96-102 River Road,Gympie,QLD,4570,-26.197777,152.665672
61402893,Ampol Blackwater Diesel Stop,Ampol,58-60 Railway Street,Blackwater,QLD,4717,-23.585422,148.886731
61402894,Caltex Loganlea,Caltex,36 Station Road,Loganlea,QLD,4131,-27.668764,153.125206
61402895,Ampol Foodary Gladstone Blain Drive,Ampol,Cnr Blain Dr & Boowin Court,Gladstone,QLD,4680,-23.855311,151.232659
61402897,EG Ampol Kallangur,EG Ampol,1399 Anzac Avenue,Kallangur,QLD,4503,-27.250873,152.993107
61402898,Ampol Foodary Burdell,Ampol,22-28 Market Street,Burdell,QLD,4818,-19.256257,146.701255
61402899,United Charleville North,United,44 Sturt Road,Charleville,QLD,4470,-26.416339,146.248195
61402901,EG Ampol Emerald East,EG Ampol,6-10 Codenwarra Road,Emerald,QLD,4720,-23.533984,148.173883
61402902,Astron Cannon Valley,Astron,1678 Shute Harbour Road,Airlie Beach,QLD,4802,-20.299585,148.670731
61402903,Coles Express Upper Coomera,Coles Express,Old Coach Rd & Commercial St,Upper Coomera,QLD,4209,-27.850723,153.300463
61402904,EG Ampol Aitkenvale,EG Ampol,240 Ross River Road,Aitkenvale,QLD,4814,-19.296397,146.771593
61402905,Berrinba Diesel Stop,Ampol,40 Forest Way,Berrinba,QLD,4117,-27.649618,153.076129
61402906,United South Gladstone,United,French St,South Gladstone,QLD,4680,-23.867551,151.272169
61402908,Ampol Foodary North Lakes,Ampol,Stapylton Street,North Lakes,QLD,4509,-27.239569,153.009238
61402909,Pacific Fuel Solutions Labrador,Pacific Fuel Solutio,Cnr Ivan Street & Ereton Drive Street,Arundel,QLD,4214,-27.937774,153.385147
61402911,Ampol Foodary Gympie Southside,Ampol,Cnr Ramsey Road,Gympie,QLD,4570,-26.199826,152.649058
61402912,EG Ampol Highfields,EG Ampol,Cnr Lauder Drive,Highfields,QLD,4352,-27.450696,151.945956
61402913,Pacific Fuel Solutions Blacksoil,Pacific Fuel Solutio,1495 Warrego Hwy,Blacksoil,QLD,4306,-27.576244,152.706606
61402914,Pacific Fuel Solutions Toowoomba,Pacific Fuel Solutio,57 Heinermann Road,Charlton,QLD,4350,-27.544101,151.859883
61402915,7-Eleven Robina,7 Eleven,253 Scottsdale Drive,Robina,QLD,4226,-28.090194,153.39086
61402916,Ampol Gracemere Diesel Stop,Ampol,63 Sommerset Road,Gracemere,QLD,4702,-23.447092,150.437341
61402917,Ampol Coolum Diesel Stop,Ampol,43-45 Junction Drive,Coolum Beach,QLD,4573,-26.522122,153.058093
61402918,Freedom Fuels Loganholme,Freedom Fuels,17 Clarks Road,Loganholme,QLD,4129,-27.689671,153.190573
61402919,EG Ampol Harristown,EG Ampol,320 James Street,Harristown,QLD,4350,-27.566503,151.931764
61402920,7-Eleven Worongary,7 Eleven,2 Elysium Road,Carrara,QLD,4211,-28.033015,153.352948
61440098,BP Wulguru,BP,336 Stuart Drive,Wulguru,QLD,4811,-19.331932,146.825863
61451561,Mobil Edmonton,Mobil,75 Bruce Highway,Edmonton,QLD,4869,-17.023495,145.746085
61451563,Shell Reddy Express Mareeba,Reddy Express,63 Byrnes Street,Mareeba,QLD,4880,-16.990111,145.422181
61451565,Coles Express Currajong,Coles Express,174 Hugh Street,Currajong,QLD,4812,-19.273141,146.781958
61451566,Shell Reddy Express Reservoir (Qld),Reddy Express,58 Pease St,Manoora,QLD,4870,-16.918999,145.740748
61451567,Shell Reddy Express Cairns Sheridan St,Reddy Express,291-293 Sheridan St,Cairns North,QLD,4870,-16.908086,145.760391
61451568,Coles Express Mackay Broadsound Rd,Coles Express,1 Broadsound Road,Mackay,QLD,4740,-21.167428,149.153713
61451569,Coles Express Wulguru,Coles Express,290 Stuart Drive,Wulguru,QLD,4811,-19.328443,146.822866
61451570,Coles Express Garbutt,Coles Express,346 Ingham Road,Garbutt,QLD,4814,-19.264849,146.770708
61451571,Coles Express Ingham,Coles Express,Herbert Street,Ingham,QLD,4850,-18.646513,146.162071
61451572,Shell Reddy Express Smithfield (Qld),Reddy Express,Lot 1 Captain Cook Hwy,Smithfield,QLD,4878,-16.842341,145.694927
61451575,Pacific Petroleum Bowen,Pacific Petroleum,83 Herbert Street,Bowen,QLD,4805,-20.010187,148.244749
61451577,Coles Express Rockhampton North,Coles Express,240 Musgrave St (Cnr High St) Street,Rockhampton North,QLD,4701,-23.358499,150.523735
61451578,Coles Express Mackay Nebo Rd,Coles Express,Nebo Road,Mackay,QLD,4740,-21.154066,149.165968
61451579,Coles Express Delta Bruce Hwy,Coles Express,19081 Bruce Hwy (Cnr Collinsville Rd),Bowen,QLD,4805,-20.016673,148.191517
61451580,Coles Express Rockhampton Fitzroy St,Coles Express,82-86 Fitzroy Street,Rockhampton,QLD,4700,-23.379946,150.506047
61451581,NightOwl Shell Bundaberg East,Shell,15 Scotland Street,Bundaberg,QLD,4670,-24.861298,152.365114
61451586,OOM Energy South Gladstone,Independent,177 Toolooa Street,South Gladstone,QLD,4680,-23.864941,151.271614
61451587,Coles Express Bundaberg,Coles Express,28 Barolin Street,Bundaberg,QLD,4670,-24.869812,152.350417
61451596,Coles Express Kingaroy,Coles Express,117 Youngman Street,Kingaroy,QLD,4610,-26.537728,151.836379
61451608,Coles Express Goondiwindi,Coles Express,10 McLean Street,Goondiwindi,QLD,4390,-28.547968,150.307777
61451616,Ampol Foodary Plainland,Ampol,4414 Warrego Highway,Plainland,QLD,4341,-27.563977,152.424244
61451620,Coles Express Dalby,Coles Express,50 Drayton Street,Dalby,QLD,4405,-27.183436,151.262704
61451621,Coles Express Toowoomba Ruthven St,Coles Express,801-803 798 Ruthven St (Cnr Alderley St) Street,Toowoomba,QLD,4350,-27.585238,151.949626
61451622,Coles Express Toowoomba Margaret St,Coles Express,281 Margaret Street,Toowoomba,QLD,4350,-27.560314,151.950028
61451623,Liberty Gatton,Liberty,91 Railway Street,Gatton,QLD,4343,-27.561082,152.275231
61451625,Pearl Energy Newtown,Pearl Energy,148 Taylor St,Newtown,QLD,4350,-27.554193,151.928767
61451626,Coles Express Toowoomba Bridge St,Coles Express,278 Bridge (Cnr Holberton) Sts,Toowoomba,QLD,4350,-27.549127,151.935211
61451632,Coles Express Warwick (Qld),Coles Express,71 Albion Street,Warwick,QLD,4370,-28.218823,152.034226
61451636,Kuttabul Road House and Store,Independent,3191 Bruce Highway,Kuttabul,QLD,4741,-21.040465,148.909966
61451637,Coles Express Emerald (Qld),Coles Express,1-3 Opal St (Cnr Claremont St),Emerald,QLD,4720,-23.527774,148.162792
61451643,Coles Express Blackwater,Coles Express,18 Railway Street (Cnr Columba St),Blackwater,QLD,4717,-23.585395,148.882342
61451648,Coles Express Mount Isa Grace Street,Coles Express,106 Camooweal St (Cnr Grace St),Mount Isa,QLD,4825,-20.724031,139.494124
61451652,Pacific Petroleum VC Rural,Pacific Petroleum,60 Mulgrave Street,Gin Gin,QLD,4671,-24.991639,151.957069
61451655,Coles Express Rockhampton Gladstone Rd,Coles Express,140-146 Gladstone Road,Rockhampton,QLD,4700,-23.395231,150.505513
61451662,Coles Express Kirwan,Coles Express,22-24 Thuringowa Drive,Kirwan,QLD,4817,-19.314583,146.728642
61451666,Liberty Woree,Liberty,540 Mulgrave Road,Woree,QLD,4868,-16.947217,145.738774
61451671,NightOwl Shell Belgian Gardens,Shell,77 Bundock Street,Belgian Gardens,QLD,4810,-19.246951,146.792896
61451672,Coles Express Jimboomba,Coles Express,2-4 Tamborine St (Cnr Mt Lindesay Hwy),Jimboomba,QLD,4280,-27.820636,153.030304
61451680,Coles Express Highfields,Coles Express,10526 New England Highway,Highfields,QLD,4352,-27.464665,151.952533
61451694,Coles Express Aitkenvale,Coles Express,186-196 Nathan Street,Aitkenvale,QLD,4814,-19.301761,146.761492
61451695,Mobil Ingham Road,Mobil,587-591 Ingham Road,Bohle,QLD,4818,-19.262197,146.745127
61451703,Caltex Harristown,Caltex,175 Anzac Avenue,Harristown,QLD,4350,-27.569896,151.926559
61451707,Metro Petroleum Gladstone,Metro Fuel,78 Toolooa Street,South Gladstone,QLD,4680,-23.853346,151.267702
61451720,Shell The Big Crab Miriam Vale,Shell,Cnr Roe & Dougall St,Miriam Vale,QLD,4677,-24.328456,151.560577
61451722,Mobil Yorkey's Knob,Mobil,233 Yorkeys Knob Road,Yorkeys Knob,QLD,4878,-16.832848,145.715755
61451724,NightOwl Shell Ayr,Shell,245 Queen Street,Ayr,QLD,4807,-19.582798,147.399115
61451727,Shell Aratula,Shell,6776 Cunningham Highway,Aratula,QLD,4309,-27.983812,152.546008
61451728,Shell Cairns,Shell,Cnr Kenny St & Draper St,Cairns,QLD,4870,-16.932118,145.773826
61451729,S24 Mount Larcom,Caltex,57017 Bruce Hwy,Mount Larcom,QLD,4695,-23.806425,150.970528
61451730,Metro Petroleum Innisfail,Metro Fuel,159 Edith Street,Innisfail,QLD,4860,-17.523865,146.02018
61451732,Mount Isa Service Station,Puma Energy,14-16 Marian Street,Mount Isa,QLD,4825,-20.725651,139.498111
61451737,Liberty Gladstone,Liberty,62 Hanson Street,Gladstone,QLD,4680,-23.840455,151.246081
61451738,Freedom Fuels Fernvale,Freedom Fuels,1533 Brisbane Valley Highway,Fernvale,QLD,4306,-27.452023,152.648905
61470004,NightOwl Puma Rosslea,Puma Energy,79 Bowen Road,Rosslea,QLD,4810,-19.298743,146.798614
61470005,BP Bundaberg Airport,BP,127 Takalvan Street,Bundaberg,QLD,4670,-24.891628,152.317324
61470006,United Dalby,United,37 Drayton Road,Dalby,QLD,4405,-27.182251,151.262275
61470007,Metro Petroleum (South Toowoomba),Metro Fuel,172 West Street,Toowoomba,QLD,4350,-27.572887,151.941526
61470011,Puma Gin Gin,Puma Energy,2 Mulgrave Street,Gin Gin,QLD,4671,-24.982576,151.950664
61470012,Astron Warwick,Astron,31 Helene Street,Warwick,QLD,4370,-28.208722,152.039383
61470014,NightOwl Caltex Kin Kora,Caltex,193 Philip Street,Gladstone,QLD,4680,-23.870557,151.244047
61470015,BP Torbanlea,BP,Bruce Highway,Torbanlea,QLD,4662,-25.357453,152.597293
61470028,Puma Garbutt,Puma Energy,25-27 Bolam Street,Garbutt,QLD,4814,-19.265941,146.770888
61470034,Mobil Gordonvale,Mobil,67 George Street,Gordonvale,QLD,4865,-17.093218,145.785166
61470041,Mobil Tully,Mobil,58408 Bruce Highway,Tully,QLD,4854,-17.934739,145.932481
61470042,Caltex Rockhampton,Caltex,91-101 George Street,Rockhampton,QLD,4700,-23.379454,150.504898
61470043,BP Yabulu,BP,2 Greenvale St,Yabulu,QLD,4818,-19.215971,146.602961
61470051,Freedom Fuels Goondiwindi,Freedom Fuels,24 Marshall Street,Goondiwindi,QLD,4390,-28.546534,150.302473
61470056,Rainbow Beach Holiday Village,BP,13 Rainbow Beach Road,Rainbow Beach,QLD,4581,-25.903366,153.091705
61470058,Caltex Balberra,Caltex,92989 Bruce Hwy,Sandy Creek,QLD,4740,-21.274798,149.144422
61470059,Metro Petroleum Stanthorpe,Metro Fuel,57 Maryland Street,Stanthorpe,QLD,4380,-28.658335,151.933945
61470063,BP North Bundaberg,BP,64 Mt Perry Road,Bundaberg,QLD,4670,-24.851293,152.328457
61470072,Caltex Gladstone Central,Caltex,3 Dawson Road,Gladstone,QLD,4680,-23.847067,151.253704
61470073,Caltex Moura,Caltex,44 Dawson Highway,Moura,QLD,4718,-24.568756,149.972929
61470076,NightOwl Caltex Biloela,Caltex,2-4 Dawson Hwy,Biloela,QLD,4715,-24.403945,150.510892
61470085,Mobil Slade Point,Mobil,320 Slade Point Road,Slade Point,QLD,4740,-21.079249,149.214103
61470086,Mobil on Spence,Mobil,142A-146 Spence Street,Cairns,QLD,4870,-16.929916,145.768966
61470087,Puma Farleigh,Puma Energy,Bruce Highway,Coningsby,QLD,4740,-21.093289,149.071468
61470091,BP Bloomsbury,BP,8518 Bruce Highway,Bloomsbury,QLD,4799,-20.705374,148.596136
61470092,Caltex Mackay North,Caltex,36 Evans Ave,Mackay North,QLD,4740,-21.124898,149.188314
61470093,Caltex Mackay,Caltex,91 Sydney St,Mackay,QLD,4740,-21.145829,149.186726
61470100,Caltex Reid River,Caltex,4545 Flinders Highway,Calcium,QLD,4816,-19.698295,146.840041
61470101,Zims Corner Service Station,Independent,11301 Warrego Highway,Kingsthorpe,QLD,4400,-27.499543,151.806547
61470102,BP Chinchilla,BP,107-115 Chinchilla Street,Chinchilla,QLD,4413,-26.738608,150.628807
61470105,Caltex Sun Valley,Caltex,50 Philip Street,Gladstone,QLD,4680,-23.874184,151.260163
61470108,Ampol Wulguru,Ampol,6 University Rd,Wulguru,QLD,4811,-19.317959,146.811981
61470109,BP On Albert,BP,Albert Street,South Rockhampton,QLD,4700,-23.373673,150.504184
61470116,Caltex Yeppoon,Caltex,23 Park Street,Yeppoon,QLD,4703,-23.131075,150.739015
61470117,Mobil Innisfail,Mobil,149 Edith Street,Innisfail,QLD,4860,-17.523715,146.021236
61470119,BP Granville Maryborough,BP,107 Cambridge Street,Maryborough,QLD,4650,-25.540999,152.716897
61470121,Caltex Berserker South,Caltex,2 Bridge St,Berserker,QLD,4701,-23.371305,150.515455
61470123,BP Emu Park,BP,36-38 Patterson Street,Emu Park,QLD,4710,-23.256889,150.825691
